movie_id,cast_name,writer,producer,director
1927,"Eric Bana,Jennifer Connelly,Sam Elliott,Josh Lucas,Nick Nolte,Paul Kersey,Cara Buono,Stan Lee,Todd Tesen,Celia Weston,Mike Erwin,Lou Ferrigno,Regi Davis,Craig Damon,Daniel Dae Kim,Jesse Corti",,"Larry J. Franco,Gale Anne Hurd,James Schamus,Avi Arad",Ang Lee
72559,"Dwayne Johnson,D.J. Cotrona,Adrianne Palicki,Bruce Willis,Ray Park,Channing Tatum,Elodie Yung,Ray Stevenson,Luke Bracey,Jonathan Pryce,RZA,Arnold Vosloo,Joe Chrest,DeRay Davis,Ravi Naidu,Terry Dale Parks,Grant Goodman,Chip Carriere,Joseph Mazzello","Rhett Reese,Paul Wernick","Lorenzo di Bonaventura,Brian Goldner",Jon M. Chu
7364,"Matthew McConaughey,Steve Zahn,William H. Macy,Lennie James,Lambert Wilson,Rainn Wilson,Glynn Turman,Clint Dyer,Delroy Lindo,Robert Cavanah,Jude Akuwudike,Mark Aspinall,Rakie Ayola,Christopher Bello,Patrick Malahide",,"Stephanie Austin,Mace Neufeld,Howard Baldwin,Karen Elise Baldwin",Breck Eisner
2114,"Donald Sutherland,Alec Baldwin,Ving Rhames,Steve Buscemi,Peri Gilpin,James Woods,Jean Simmons,Keith David",,"Jun Aida,Chris Lee","Hironobu Sakaguchi,Motonori Sakakibara"
1771,"Chris Evans,Hugo Weaving,Tommy Lee Jones,Hayley Atwell,Sebastian Stan,Dominic Cooper,Samuel L. Jackson,Stanley Tucci,Toby Jones,Natalie Dormer,Amanda Righetti,Richard Armitage,Bruno Ricci,Neal McDonough,Derek Luke,Kenneth Choi,J. J. Feild,Stan Lee,Michael Brandon,Martin Sherman,William Hope,Lex Shrapnel,Oscar Pearce,Nicholas Pinnock,Marek Oravec,David Bradley,Leander Deeny,Sam Hoare,Jenna Coleman,Sophie Colquhoun,Simon Kunz,Doug Cockle,Ben Batt,Mollie Fitzgerald,Damon Driver,David McKail,Amanda Walker,Richard Freeman,Katherine Press,Sergio Covino,Marcello Walton,Anatole Taubman,Jan Pohl,Erich Redman,Rosanna Hoult,Naomi Slights,Kirsty Mather,Laura Haddock,James Payton,Ronan Raftery,Nick Hendrix,Jack Gordon,Ben Uttley,Patrick Monckeberg",,"Kevin Feige,Victoria Alonso,Mitchell Bell,Stephen Broussard,Richard Whelan",Joe Johnston
36643,"Pierce Brosnan,Sophie Marceau,Robert Carlyle,Denise Richards,Robbie Coltrane,Desmond Llewelyn,John Cleese,Maria Grazia Cucinotta,Samantha Bond,Michael Kitchen,Colin Salmon,David Calder,Serena Scott Thomas,Judi Dench,Ulrich Thomsen,Patrick Malahide,Omid Djalili,Jeff Nuttall,John Albasiny",,"Barbara Broccoli,Michael G. Wilson",Michael Apted
8619,"Russell Crowe,Paul Bettany,Billy Boyd,Joseph Morgan,Edward Woodall,Chris Larkin,Max Pirkis,Jack Randall,Max Benitz,Lee Ingleby,Richard Pates,Robert Pugh,Richard McCabe,Ian Mercer,Tony Dolan,David Threlfall,Bryan Dick,George Innes,William Mannering,Patrick Gallagher,Alex Palmer,Mark Lewis Jones,John DeSantis,Ousmane Thiam,Thierry Segall",,"Peter Weir,Duncan Henderson,Samuel Goldwyn Jr.",Peter Weir
50620,"Kristen Stewart,Robert Pattinson,Taylor Lautner,Peter Facinelli,Elizabeth Reaser,Ashley Greene,Jackson Rathbone,Kellan Lutz,Nikki Reed,Billy Burke,Dakota Fanning,Jamie Campbell Bower,Maggie Grace,Mackenzie Foy,Michael Sheen,Cameron Bright,Chaske Spencer,MyAnna Buring,Christopher Heyerdahl,Julia Jones,Booboo Stewart,Andrea Powell,Christian Camargo,Daniel Cudmore,Guri Weinberg,Lee Pace,Rami Malek,Casey LaBow,Joe Anderson,Angela Sarafyan,Valorie Curry,Noel Fisher,Tyson Houseman,Lateef Crowder,Charlie Bewley,Billy Wagenseller,Wendell Pierce,Omar Metwally,Andrea Gabriel,Judi Shekoni,Tracey Heggins,Patrick Brennan,Lisa Howard,Marlane Barnes,Toni Trucks,Erik Odom,Amadou Ly,Janelle Froehlich,Masami Kosaka,Alex Rice,JD Pardo,Marisa Quinn,Bill Tangradi,Rebecca Barras,Abbie Dunn",,"Karen Rosenfelt,Wyck Godfrey,Stephenie Meyer",Bill Condon
65759,"Elijah Wood,Robin Williams,Pink,E.G. Daily,Johnny A. Sanchez,Lombardo Boyar,Common,Hugo Weaving,Brad Pitt,Matt Damon,Carlos Alazraqui,Jeffrey Garcia,Ava Acres,Benjamin Flores Jr.,Meibh Campbell,Magda Szubanski,Hank Azaria,Richard Carter,Lee Perry,Jai Sloper,Oscar Beard,Anthony LaPaglia,Danny Mann,Denise Blasor,Roger Narayan","George Miller,Warren Coleman,Paul Livingston,Gary Eck","George Miller,Doug Mitchell,Bill Miller",George Miller
1724,"Edward Norton,Liv Tyler,Tim Roth,William Hurt,Tim Blake Nelson,Ty Burrell,Christina Cabot,Peter Mensah,Lou Ferrigno,Paul Soles,Greg Bryk,Genelle Williams,Chris Owens,Al Vrkljan,Adrian Hein,John MacDonald,Shaun McComb,Simon Wong,Julio Cesar Torres Dantas,Raimundo Camargo Nascimento,Nick Alachiotis,Jason Burke,Grant Nickalls,Joris Jarsky,Arnold Pinnock,Tig Fong,Jason Hunter,David Collins,Chris Ratz,John Carvalho,Robin Wilcock,Wayne Robson,Javier Lambert,Martin Starr,Todd Hofley,Joe La Loggia,Tamsen McDonough,Michael Kenneth Williams,Roberto Bakker,Ruru Sacha,James Downing,Rickson Gracie,Stephen Gartner,Nicholas Rose,P.J. Kerr,Desmond Campbell,Deshaun Clarke,Tony Nappo,Aaron Berg,David Meunier,Tre Smith,Moses Nyarko,Carlos A. Gonzalez,Yan Regis,Stephen Broussard,Matt Purdy,Lenka Matuska,Scott Magee,Wes Berger,Carla Nascimento,Krista Vendy,Mila Stromboni,Robert Downey Jr.,Stan Lee",,"Gale Anne Hurd,Kevin Feige",Louis Leterrier
267935,"Ruby Barnhill,Mark Rylance,Rebecca Hall,Jemaine Clement,Bill Hader,Penelope Wilton,Marilyn Norry,Chris Shields,Matt Frewer,Geoffrey Wade,Rafe Spall,Haig Sutherland,John Emmet Tracy,Adam Godley,Daniel Bacon,Paul Moniz de Sa,Alejandro Cuello,Michael Adamthwaite,Gabrielle Rose,Lucia Ryan,Julia Torrance,Graham Curry",,"Sam Mercer,Steven Spielberg,Frank Marshall",Steven Spielberg
281957,"Leonardo DiCaprio,Tom Hardy,Will Poulter,Domhnall Gleeson,Paul Anderson,Brad Carter,Kristoffer Joner,Lukas Haas,Brendan Fletcher,Joshua Burge,Robert Moloney,Grace Dove,Timothy Lyle,Kory Grim,Forrest Goodluck,Duane Howard,Arthur RedCloud,Vincent Leclerc,Emmanuel Bilodeau",Mark L. Smith,"Steve Golin,Arnon Milchan,James W. Skotchdopole,David Kanter,Keith Redmon,Mary Parent",
77950,"Ryan Reynolds,Paul Giamatti,Samuel L. Jackson,Bill Hader,Snoop Dogg,Maya Rudolph,Ben Schwartz,Richard Jenkins,Ken Jeong,Michelle Rodriguez",,Lisa Stewart,David Soren
44896,"Johnny Depp,Isla Fisher,Ned Beatty,Bill Nighy,Alfred Molina,Abigail Breslin,Claudia Black,Timothy Olyphant,Ray Winstone,Stephen Root,Harry Dean Stanton,Ian Abercrombie,Gil Birmingham,James Ward Byrkit,Blake Clark,Keith Campbell,Beth Grant",John Logan,"Gore Verbinski,Graham King,John B. Carls",Gore Verbinski
270946,"Tom McGrath,Chris Miller,Christopher Knights,Conrad Vernon,John Malkovich,Benedict Cumberbatch,Ken Jeong,Annet Mahendru,Peter Stormare,Andy Richter,Danny Jacobs,Werner Herzog,Sean Charmatz,Billy Eichner,Stephen Kearin,Ava Acres",,,"Eric Darnell,Simon J. Smith"
2503,"Matt Damon,Julia Stiles,David Strathairn,Scott Glenn,Paddy Considine,Albert Finney,Joan Allen,Tom Gallop,Corey Johnson,Joey Ansah,Colin Stinton,Dan Fredenburgh,Lucy Liemann,Bryan Reents,Arkie Reece,John Roberson,Russ Huards,Mark Bazeley,Chucky Venice,Scott Adkins,Branko Tomovic,Laurentiu Possa,Trevor St. John,Albert Jones,Jeffrey Lee Gibson,Uriel Emil Pollack,Omar Hernandez,William H. Burns,Michael Wildman,Kai Martin,Michael Ahl,David Boston,Glynis Brooks,James Ciccone,Sebastian Feldman,Luis Mottola,Mark Mottram,James Schram,Brian Smyj,Paul Thornton,John Warman,Chris Wilson,Ben Youcef",,"Frank Marshall,Patrick Crowley,Paul Sandberg,Andrew R. Tennenbaum",Paul Greengrass
9502,"Jack Black,Dustin Hoffman,Angelina Jolie,Jackie Chan,Lucy Liu,David Cross,Randall Duk Kim,James Hong,Dan Fogler,Ian McShane,Seth Rogen,Michael Clarke Duncan,Wayne Knight,Kyle Gass,JR Reed,Laura Kightlinger,Tanya Haden,Stephen Kearin,Mark Osborne,John Stevenson,Jeremy Shipp,Melissa Cobb,Kent Osborne,Emily Burns,Stephanie Harvey,Riley Osborne",,,"Mark Osborne,John Stevenson"
102899,"Paul Rudd,Michael Douglas,Evangeline Lilly,Corey Stoll,Bobby Cannavale,T.I.,Anthony Mackie,Wood Harris,Judy Greer,Abby Ryder Fortson,David Dastmalchian,Martin Donovan,Hayley Atwell,John Slattery,Garrett Morris,Gregg Turkington,Rod Hallett,Joe Chrest,Joe Bucaro III,Jean Louisa Kelly,Dax Griffin,Hayley Lovitt,Norma Alvarez,Darcie Isabella Cottrell,Teddy Williams,Carol Anne Watts,Chuck David Willis,Diana Chiritescu,Neko Parham,Onira Tares,Kylen Davis,Zamani Wilder,Jim R. Coleman,Desmond Phillips,Aaron Saxton,Michael A. Cook,Ricki Lander,Rus Blackwell,Johnny Pemberton,Nicholas Barrera,Carlos Aviles,Lyndsi LaRose,Robert Crayton,Ajani Perkins,Jessejames Locorriere,Zack Duhame,Kevin Lacz,Michael Trisler,Daniel Stevens,Alex Chansky,Clay Donahue Fontenot,Michael Jamorski,Casey Pieretti,Antal Kalik,Adam Hart,Reuben Langdon,Todd Schneider,Kevin Buttimer,Danny Vasquez,Anna Akana,Stan Lee,Tom Kenny,Rick Avery,Erik Betts",,Kevin Feige,Peyton Reed
101299,"Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth,Woody Harrelson,Elizabeth Banks,Lenny Kravitz,Philip Seymour Hoffman,Jeffrey Wright,Stanley Tucci,Donald Sutherland,Toby Jones,Willow Shields,Sam Claflin,Lynn Cohen,Jena Malone,Amanda Plummer,Jack Quaid,Taylor St. Clair,Sandra Ellis Lafferty,Paula Malcomson,Bruce Bundy,Nelson Ascencio,Afemo Omilami,Kimberley Drummond,Deena Beasley,Leon Lamar,Mandy Neuhaus,Erika Bierman,Wilbur Fitzgerald,Patrick St. Esprit,Jill Jane Clements,James Sutton,Alan Ritchson,Stephanie Leigh Schlund,Meta Golding,Megan Hayes,Stef Dawson,James Logan,E. Roger Mitchell,Bruno Gunn,Maria Howell,Judd Lormand,Elena Sanchez,John Casino,Marian Green,Daniel Bernhardt,Ravi Naidu,Franco Castan,Sarah Turner Holland,Jared Allman,Laura Avnaim",,"Jon Kilik,Nina Jacobson",Francis Lawrence
228161,"Jim Parsons,Rihanna,Steve Martin,Jennifer Lopez,Matt Jones,Brian Stepanek,April Lawrence,Stephen Kearin,Brian Stepanek,Lisa Stewart,April Winchell",,"Mireille Soria,Christopher Jenkins,Suzanne Buirgy",Tim Johnson
74,"Tom Cruise,Dakota Fanning,Miranda Otto,Justin Chatwin,Tim Robbins,Camillia Sanes,John Scurti,Morgan Freeman,Takayo Fischer,Yul Vazquez,Ann Robinson,Gene Barry,Daniel Eric Gold,Channing Tatum,Dempsey Pappion,Lisa Ann Walter,Lenny Venito,Rick Gonzalez,David Alan Basche,Roz Abrams,Marlon Young,John Eddins,Amy Ryan,Jim Hanna,James DuMont,Travis Aaron Wade,Columbus Short,Tom Kenny,Ty Simpkins",,"Kathleen Kennedy,Colin Wilson",Steven Spielberg
8961,"Martin Lawrence,Will Smith,Gabrielle Union,Peter Stormare,Theresa Randle,Joe Pantoliano,Michael Shannon,Jon Seda,Yul Vazquez,Jason Manuel Olazabal,Otto Sanchez,Henry Rollins,Antoni Corone,Gary Nickens,John Salley,Oleg Taktarov,Michael Bay,Ron Madoff,Peter Donald Badalamenti II,Jay Rasumny",,Jerry Bruckheimer,Michael Bay
417859,"Antonio Banderas,Salma Hayek,Zach Galifianakis,Billy Bob Thornton,Amy Sedaris,Guillermo del Toro,Constance Marie,Mike Mitchell,Rich Dietl,Ryan Crego,Tom Wheeler,Conrad Vernon,Tom McGrath,Bob Joles,Latifa Ouaou,Bob Persichetti,Chris Miller,Jessica Schulte,Nina Barry,Sergio Bruna,Rebecca Davis,Roberto Donati,Jossara Jinaro,Joshua Rush,Julie Wittner",,"Latifa Ouaou,Joe M. Aguilar",Chris Miller
27576,"Angelina Jolie,Liev Schreiber,Chiwetel Ejiofor,Daniel Olbrychski,August Diehl,Daniel Pearce,Hunt Block,Andre Braugher,Olek Krupa,Cassidy Hinkle,Corey Stoll,Gaius Charles,Yara Shahidi,Victor Slezak,Nicole Signore,Mardi Jones,Nick Poltoranin,Michelle Ray Smith,James Schram,Frosty Lawson,Cecilia Foss,Gary Wilmes,Harry L. Seddon,Marion McCorry,Victoria Cartagena,Hristo Hristov,Zach Shaffer,Jewel Elizabeth,James Cronin,Philip Willingham,Dionne Audain,Angelo Lopez,Ivo Velon,Xavier Rafael,William Henderson White,Ethan Ladd,Tobias Campbell,James Nuciforo,Tika Sumpter,David Agranov",Kurt Wimmer,"Lorenzo di Bonaventura,Sunil Perkash",Phillip Noyce
86834,"Russell Crowe,Jennifer Connelly,Emma Watson,Logan Lerman,Anthony Hopkins,Ray Winstone,Kevin Durand,Ariane Rinehart,Douglas Booth,Marton Csokas,Dakota Goyo,Barry Sloane,Sami Gayle,Mark Margolis,Nick Nolte,Madison Davenport,Finn Wittrock,Arnoddur Magnus Danks","Darren Aronofsky,Ari Handel","Arnon Milchan,Darren Aronofsky,Mary Parent,Scott Franklin",Darren Aronofsky
17578,"Jamie Bell,Andy Serkis,Daniel Craig,Nick Frost,Simon Pegg,Cary Elwes,Mackenzie Crook,Tony Curran,Toby Jones,Daniel Mays,Phillip Rhys,Mark Ivanir,Gad Elmaleh,Jacquie Barnbrook,Joe Starr",Steven Moffat,"Steven Spielberg,Kathleen Kennedy,Peter Jackson,Carolynne Cunningham,Jason D. McGatlin",Steven Spielberg
673,"Daniel Radcliffe,Rupert Grint,Emma Watson,Gary Oldman,David Thewlis,Alan Rickman,Michael Gambon,Robbie Coltrane,Tom Felton,Emma Thompson,Maggie Smith,Bonnie Wright,James Phelps,Oliver Phelps,Timothy Spall,Matthew Lewis,David Bradley,Julie Walters,Mark Williams,Richard Griffiths,Fiona Shaw,Harry Melling,Alfie Enoch,Devon Murray,Jamie Waylett,Josh Herdman,Chris Rankin,Robert Hardy,Pam Ferris,Warwick Davis,Dawn French,Lee Ingleby,Jimmy Gardner,Lenny Henry,Genevieve Gaunt,Sitara Shah,Danielle Tabor,Bronson Webb,Ekow Quartey,Julie Christie,Paul Whitehouse,Geraldine Somerville,Adrian Rawlins,Jennifer Smith,Peter Best,Marianne Chase,Samantha Clinch,Kandice Morris,Lewis Barnshaw,Violet Columbus",,"Lorne Orleans,David Heyman,Mark Radcliffe",
6972,"Nicole Kidman,Hugh Jackman,Essie Davis,David Wenham,Bryan Brown,David Gulpilil,John Jarratt,Shea Adams,Nathin Butler,John Walton,Nigel Harbach,Eddie Baroo,Arthur Dignam,Sandy Gore,Bill Hunter,Jacek Koman,Ben Mendelsohn,Barry Otto,David Ngoombujarra,Bruce Spence,Jack Thompson,Yuen Wah,Kerry Walker,Ray Barrett,Jamal Sydney Bednarz,Tony Barry,Ursula Yovich,Brandon Walters,Matthew Whittet,Lillian Crombie,Max Cullen,Haidee Gaudry,Jamie Gulpilil,Peter Gwynne,Jimmy Hong,Angus Pilakui,Adam McMonigal,Robin Queree,Mark Rathbone,Crusoe Kurddal,Siena Larsson,Danielle Carey,Anton Monsted,William Gabriel,Chris Polzot",,"Baz Luhrmann,Catherine Martin,Catherine Knapman,G. Mac Brown,Paul Watters",Baz Luhrmann
82700,"Jaden Smith,Will Smith,Sophie Okonedo,Glenn Morshower,Chris Geere,Diego Klattenhoff,David Denman,Lincoln Lewis,Jaden Martin,Sincere L. Bobb,Monika Jolly,Kristofer Hivju,Sacha Dhawan,Matthew Andrews,Isabelle Fuhrman,Darrell Foster,Tiffany E. Green,Jon Mack",,"Will Smith,Jada Pinkett Smith,James Lassiter,Caleeb Pinkett",M. Night Shyamalan
10567,"D. B. Sweeney,Alfre Woodard,Ossie Davis,Max Casella,Hayden Panettiere,Samuel E. Wright,Julianna Margulies,Peter Siragusa,Joan Plowright,Della Reese",,"Pam Marsden,Baker Bloodworth","Ralph Zondag,Eric Leighton"
181533,"Ben Stiller,Rami Malek,Rebel Wilson,Robin Williams,Owen Wilson,Dick Van Dyke,Rachael Harris,Ben Kingsley,Ricky Gervais,Mickey Rooney,Dan Stevens,Skyler Gisondo,Mizuo Peck,Bill Cobbs,Brennan Elliott,Steve Coogan,Patrick Gallagher,Andrea Martin,Alice Eve,Hugh Jackman,Crystal the Monkey,Anjali Jay,Greg LaSalle,Brad Garrett,Regina Taufen,Matt Frewer",,"Chris Columbus,Mark Radcliffe,Shawn Levy",Shawn Levy
38055,"Will Ferrell,Brad Pitt,Tina Fey,Jonah Hill,David Cross,Ben Stiller,Justin Theroux,Jessica Schulte,Tom McGrath,Emily Nordwind,J.K. Simmons,Ella Olivia Stiller,Quinn Dempsey Stiller,Brian Hopkins,Christopher Knights,Mike Mitchell,Jasper Johannes Andrews,Justin Long,Bill Hader,Amy Poehler,Rob Corddry,Jack Blessing,Stephen Kearin",,"Lara Breay,Denise Nolan Cascino",Tom McGrath
671,"Daniel Radcliffe,Rupert Grint,Emma Watson,Richard Harris,Tom Felton,Robbie Coltrane,Alan Rickman,Maggie Smith,Richard Griffiths,Ian Hart,Fiona Shaw,John Hurt,David Bradley,Matthew Lewis,Sean Biggerstaff,Warwick Davis,Harry Melling,James Phelps,Oliver Phelps,John Cleese,Chris Rankin,Alfie Enoch,Devon Murray,Jamie Waylett,Josh Herdman,Julie Walters,Bonnie Wright,Luke Youngblood,Verne Troyer,Adrian Rawlins,Geraldine Somerville,Elizabeth Spriggs,Nina Young,Terence Bayler,Leslie Phillips,Derek Deadman,Ray Fearon,Eleanor Columbus,Ben Borowiecki,Danielle Tabor,Leilah Sutherland,Emily Dale,Will Theakston,Scot Fearn,Saunders Triplets,Amy Puglia,David Brett,Leila Hoffman,Hazel Showham,Christina Petrou,Gemma Sandzer,Derek Hough,Julianne Hough,Zoe Sugg,Jimmy Vee,Kieri Kennedy",,David Heyman,Chris Columbus
49524,"Jeff Bridges,Ryan Reynolds,Kevin Bacon,Stephanie Szostak,Marisa Miller,Robert Knepper,James Hong,Devin Ratray,Kachina Dechert,Catherine Kresge,Larry Joe Campbell,Kortney Adams,Michael Coons,Christina Everett,Michael Tow,Lonnie Farmer,Piper Mackenzie Harris,Ben Sloane,Duncan B. Putney,Bill Mootos,Michael Yebba,David J. Curtis,Cheryl McMahon,Georgia Lyman,Matt McColm,John Burke,Joe Stapleton,Michael Steven Costello,Chris Whitney,Emmalyn Anderson,Alexandra Creteau,J. Jewels,Jim Ford",,"Michael Fottrell,Neal H. Moritz,Mike Richardson",Robert Schwentke
22,"Johnny Depp,Geoffrey Rush,Orlando Bloom,Keira Knightley,Jack Davenport,Jonathan Pryce,Kevin McNally,Zoe Saldana,Lee Arenberg,Mackenzie Crook,Treva Etienne,Michael Berry Jr.,David Bailie,Christopher S. Capp,Martin Klebba,Isaac C. Singleton Jr.,Giles New,Angus Barnett,Greg Ellis,Guy Siner,Ralph P. Martin,Paula J. Newman,Paul Keith,Dylan Smith,Lucinda Dryzek,Lauren Maher,Vanessa Branch,Luke de Woolfson,Michael Sean Tighe,Dustin Seavey,Christian Martin,Trevor Goddard,Vince Lozano,Matthew Bowyer,Brye Cooper,Ben Wilson,Antonio Valentino,Mike Babcock,Owen Finnegan,Ian McIntyre,Israel Aduramo,Sam Roberts,Ben Roberts,Mike Haberecht,Rudolph McCollum,Gerard J. Reyes,M. Scott Shields,Christopher Sullivan,Craig Thomson,Fred Toft,Jerry Gauny,Maxie J. Santillan Jr.,Michael Earl Lane,David Patykewich,Tommy Schooler,Finneus Egan,D.P. FitzGerald,Tobias McKinney,Michael A. Thompson,Michael W. Williams,Jose Zelaya,Don LaDaga,LeJon,Gregory Alosio,Jordi Caballero,Joe Grisaffi,James McAuley",,Jerry Bruckheimer,Gore Verbinski
131631,"Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth,Woody Harrelson,Donald Sutherland,Philip Seymour Hoffman,Julianne Moore,Willow Shields,Sam Claflin,Elizabeth Banks,Mahershala Ali,Jena Malone,Jeffrey Wright,Paula Malcomson,Stanley Tucci,Natalie Dormer,Evan Ross,Elden Henson,Wes Chatham,Sarita Choudhury,Stef Dawson,Patina Miller,Robert Knepper,Caitlin Fowler,Jada Taylor,Nicholas Pryor,Donna Biscoe,Michael Garza,Erika Bierman,Bill Bennett,Rus Blackwell,Stevie Ray Dallimore,Breann Couch,Jennifer Cocker,Marshall Choka,Katie Sawhill,Jenique Bennett,Charles Kronmuller,Tyler Lee Allen,Jordanne Calvin,Jasmine Ahnie,Brayden Patterson,Emma Elle Roberts,A.J. Sexton,Sarah Turner Holland,Lauren Henneberg,Molly Evensen,William Frasca,Joe Crosson,Gregory Fears,Kirk Crenshaw,Stephen Mackenzie Brown,Stephen Vining",,"Jon Kilik,Nina Jacobson",Francis Lawrence
591,"Tom Hanks,Audrey Tautou,Ian McKellen,Paul Bettany,Jean Reno,Alfred Molina,Agathe Natanson,Tina Maskell,Peter Pedrero,Seth Gabel,Etienne Chicot,Mark Roper,Andy Robb",,"Brian Grazer,Ron Howard,Kathleen McGill,Louisa Velis,John Calley",Ron Howard
172385,"Jesse Eisenberg,Anne Hathaway,Leslie Mann,Jamie Foxx,Bruno Mars,Jemaine Clement,Rodrigo Santoro,Jake T. Austin,Amandla Stenberg,Pierce Gagnon,Rita Moreno,Kristin Chenoweth,Tracy Morgan,Will.i.am,George Lopez,Rachel Crow,Bebel Gilberto,Jason Harris,Natalie Morales,Janelle Monae",,"John C. Donkin,Bruce Anderson",Carlos Saldanha
36658,"Patrick Stewart,Hugh Jackman,Ian McKellen,Halle Berry,Famke Janssen,James Marsden,Rebecca Romijn,Brian Cox,Alan Cumming,Bruce Davison,Kelly Hu,Anna Paquin,Shawn Ashmore,Aaron Stanford,Katie Stuart,Kea Wong,Bryce Hodgson,Shauna Kain,Michael Reid MacKay,Layke Anderson,Daniel Cudmore,Michael Dougherty,Dan Harris,Bryan Singer,Cotter Smith,Chiara Zanni,Ted Friend,Aaron Douglas,Roger Cross,Nolan Gerard Funk,Steve Bacic",,"Ralph Winter,Lauren Shuler Donner",Bryan Singer
51497,"Vin Diesel,Paul Walker,Jordana Brewster,Tyrese Gibson,Ludacris,Matt Schulze,Sung Kang,Gal Gadot,Don Omar,Joaquim de Almeida,Dwayne Johnson,Elsa Pataky,Michael Irby,Fernando Chien,Alimi Ballard,Yorgo Constantine,Geoff Meed,Joseph Melendez,Jeirmarie Osorio,Mark Hicks,Esteban Cueto,Corey Michael Eubanks,Luis Da Silva Jr.,Luis Gonzaga,Carlos Sanchez,Benjamin Blankenship,Arturo Gaskins,Jay Jackson,Arlene Santana,Kent Shocknek,Sharon Tay,Andy Rosa Adler,Eva Mendes,Michelle Rodriguez",,"Michael Fottrell,Neal H. Moritz,Vin Diesel",Justin Lin
58574,"Robert Downey Jr.,Jude Law,Jared Harris,Noomi Rapace,Kelly Reilly,Geraldine James,Eddie Marsan,Stephen Fry,William Houston,Affif Ben Badra,Paul Anderson,Wolf Kahler,Iain Mitchell,Jack Laskey,Patricia Slater,Karima Adebibe,Richard Cunningham,Marcus Shakesheff,Mark Sheals,George Taylor,Rachel McAdams,Thierry Neuvic,Laurentiu Possa,Carsten Hayes,Clive Russell",,"Joel Silver,Lionel Wigram,Susan Downey,Dan Lin",Guy Ritchie
18823,"Sam Worthington,Liam Neeson,Ralph Fiennes,Gemma Arterton,Jason Flemyng,Alexa Davalos,Tine Stapelfeldt,Mads Mikkelsen,Luke Evans,Izabella Miko,Liam Cunningham,Hans Matheson,Ashraf Barhom,Mouloud Achour,Ian Whyte,Vincent Regan,Polly Walker,Luke Treadaway,Pete Postlethwaite,Elizabeth McGovern,Rory McCann,Kaya Scodelario,Alexander Siddig,Danny Huston,Phil McKee,Laura Kachergus,David Kennedy,Nina Young,Jane March,Nathalie Cox,Agyness Deyn,Natalia Vodianova,Charlotte Comer,Nicholas Hoult,Katherine Loeppky",,"Basil Iwanyk,Kevin De La Noy,Karl McMillan",Louis Leterrier
861,"Arnold Schwarzenegger,Sharon Stone,Rachel Ticotin,Ronny Cox,Michael Ironside,Marshall Bell,Roy Brocksmith,Ray Baker,Rosemary Dunsmore,Dean Norris,Debbie Lee Carrington,Lycia Naff,Robert Costanzo,Marc Alaimo,Michael Gregory,Mickey Jones,Robert Picardo,Michael Champion,Mel Johnson Jr.,David Knell,Alexia Robinson",,"Ronald Shusett,Buzz Feitshans",Paul Verhoeven
1911,"Antonio Banderas,Vladimir Kulich,Daniel Southern,Clive Russell,Mischa Hausserman,Richard Bremmer,Diane Venora,Neil Maffin,John DeSantis,Oliver Sveinall,Tony Curran,Albie Woodington,Omar Sharif,Erick Avari,John Bear Curtis,Andrew Kavadas,Richard Ooms",,"John McTiernan,Michael Crichton,Ned Dowd",John McTiernan
49040,"Jeremy Renner,Rachel Weisz,Edward Norton,Scott Glenn,Stacy Keach,Joan Allen,Donna Murphy,Albert Finney,Michael Chernus,Oscar Isaac,Corey Stoll,David Strathairn,Michael Papajohn,Dennis Boutsikaris,Sheena Colette,Louis Ozawa Changchien,Corey Johnson,Jennifer Kim,Elizabeth Marvel,Shane Jacobson,Page Leong,Robert Christopher Riley,Zeljko Ivanek,Lou Veloso,Ruby Ruiz,Madeleine Nicolas,Antonette Garcia,Joel Torre,John Arcilla,Faye Yvette McQueen,Rachel Black",,"Frank Marshall,Patrick Crowley",Tony Gilroy
415,"George Clooney,Arnold Schwarzenegger,Uma Thurman,Alicia Silverstone,Michael Gough,Pat Hingle,Elle Macpherson,John Glover,Vivica A. Fox,Robert Swenson,Coolio,Jesse Ventura,Ralf Moeller",,,Joel Schumacher
8871,"Jim Carrey,Taylor Momsen,Jeffrey Tambor,Christine Baranski,Bill Irwin,Molly Shannon,Clint Howard,Josh Ryan Evans,Mindy Sterling,Rachel Winfree,Rance Howard,Jeremy Howard,T. J. Thyne,Lacey Kohl,Nadja Pionilla,Suzanne Krull,Anthony Hopkins",,"Brian Grazer,Ron Howard",Ron Howard
435,"Dennis Quaid,Jake Gyllenhaal,Emmy Rossum,Dash Mihok,Jay O. Sanders,Sela Ward,Austin Nichols,Arjay Smith,Tamlyn Tomita,Sasha Roiz,Ian Holm,Nassim Sharara,Carl Alacchi,Kenneth Welsh,Kenneth Moskow,Glenn Plummer,Adrian Lester,Nestor Serrano,John Maclaren,Richard Zeman,Perry King,Mimi Kuzyk,Vitali Makarov,Russell Yuen,Christopher Britton,Christian Tessier",,"Roland Emmerich,Mark Gordon",Roland Emmerich
