id,Action,Adventure,Fantasy,Science Fiction,Crime,Drama,Thriller,Animation,Family,Western,Comedy,Romance,Horror,Mystery,History,War,Music,Documentary,Foreign,TV Movie,Unknown
68179,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1579,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
708,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34851,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9930,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1586,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2044,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
9913,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
71864,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
10761,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
209451,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11975,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4970,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11831,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
9096,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11011,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
10641,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11172,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
39513,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
82687,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
41446,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
8224,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10537,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
225886,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10385,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
55779,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
10154,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
10647,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11431,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
8457,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
188161,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
8850,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64685,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38357,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
10060,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11398,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1833,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10391,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8970,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9306,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11370,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12184,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1921,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1683,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
203,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11858,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
62835,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18937,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
13536,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15556,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10718,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11062,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10802,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1887,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6071,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10461,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80278,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12704,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10315,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
16643,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2687,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
194,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
11025,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8849,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
78698,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
30943,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9544,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
24418,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7288,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14655,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
24575,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10366,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19898,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
4965,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15074,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56715,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1272,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72358,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20542,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
266396,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9978,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8271,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10428,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5353,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11934,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14392,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19495,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
110415,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77459,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
26486,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9495,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256040,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
24420,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1257,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
62214,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
16320,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8842,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9531,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
64807,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12289,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11529,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
20943,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
9099,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
9488,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
193,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44865,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
55787,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
257932,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
10400,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1957,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10833,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
256961,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
5852,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12312,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
622,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
11306,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12508,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
25793,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10534,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1091,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
87421,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10871,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13503,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13600,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
68722,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14324,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
14325,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299687,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312221,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23168,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76494,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
4944,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10488,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
96721,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23742,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
259694,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
62837,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8966,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8470,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11001,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
138832,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16911,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2163,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36670,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23048,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
227735,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2155,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8409,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222936,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
31908,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10219,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
48171,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
782,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
75531,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11802,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9776,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18785,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
365222,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
817,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
268,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45054,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
943,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22881,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10054,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
51540,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
44264,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
350,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
152,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
109431,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1598,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8065,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271718,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11638,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
409,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2118,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11459,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
10806,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
9348,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
377,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8843,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9313,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39486,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1273,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
13920,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50544,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
325133,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
140823,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1883,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
89492,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22949,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
12437,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2959,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9957,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11648,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
9366,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1576,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
609,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5516,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13051,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49530,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34806,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
49022,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
11469,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23479,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
11667,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2447,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10066,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2288,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
88794,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13515,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
11979,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
169,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8090,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11622,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
3604,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9541,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
94348,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8197,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
336004,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35019,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10410,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8836,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14442,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
321741,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59965,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14175,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
11004,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11918,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
98357,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10012,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
49526,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268920,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9093,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
119283,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11823,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
35169,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
118957,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
849,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4515,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18886,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6575,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6440,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13496,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18320,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
22787,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8967,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37498,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144336,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9616,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
13056,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14113,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
285783,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49478,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9726,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
20763,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9702,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9311,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9280,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26843,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
11876,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
22267,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
45958,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
310706,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198663,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
239573,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10436,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1381,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2162,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
127493,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12429,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
228205,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2900,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21311,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
77875,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
192136,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18254,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
881,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10877,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9600,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
202575,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
71469,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
85446,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
326,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10685,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7220,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9763,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72387,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12596,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1892,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13460,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8055,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
50647,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10719,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
9294,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11888,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
9647,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9353,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
55721,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
109414,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10307,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11978,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22907,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87567,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
38322,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
45612,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
